瘤痢,斥档,内胶葛胶,内胶葛胶,内胶葛胶,内胶葛胶,内胶葛胶,内胶葛胶,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,辑府,辑府,辑府,辑府,蜡疙魂 窜浅,蜡疙魂 窜浅,蜡疙魂 窜浅,蜡疙魂 窜浅,蜡疙魂 窜浅,蜡疙魂 窜浅
焙魂,2009, , ,2009-09-17,9老, , ,2009-10-21,-4老,2009-11-12,5老, , , , , , ,2009-10-24,-3老,2009-11-12,3老, , , , , , ,2009-11-22,13老,2010-04-17,16老, , , , , , 
焙魂,2010, , ,2010-09-20,12老, , ,2010-10-27,2老,2010-11-08,1老, , , , , , ,2010-10-27,0老,2010-11-08,-1老, , , , , , ,2010-10-27,-13老,2011-04-12,11老, , , , , , 
焙魂,2011, , ,2011-09-09,1老, , ,2011-10-25,0老,2011-11-04,-3老, , , , , , ,2011-10-25,-2老,2011-11-04,-5老, , , , , , ,2011-10-26,-14老,2012-03-27,-5老, , , , , , 
焙魂,2012, , ,2012-09-12,4老, , ,2012-10-26,1老,2012-11-03,-4老, , , , , , ,2012-10-24,-3老,2012-11-04,-5老, , , , , , ,2012-11-02,-7老,2013-04-21,20老, , , , , , 
焙魂,2013, , ,2013-09-17,9老, , ,2013-10-25,0老,2013-11-05,-2老, , , , , , ,2013-10-23,-4老,2013-11-04,-5老, , , , , , ,2013-11-12,3老,2014-04-08,7老, , , , , , 
焙魂,2014, , ,2014-09-11,3老, , ,2014-10-24,-1老,2014-11-04,-3老, , , , , , ,2014-10-24,-3老,2014-11-12,3老, , , , , , ,2014-10-28,-12老, , , , , , , , 
巢盔,2004, , ,2004-09-03,-5老, , ,2004-10-21,-2老,2004-10-29,0老, , , , , , ,2004-10-28,3老,2004-11-06,5老, , , , , , ,2004-10-03,-18老,2005-04-23,-2老,2004-10-14,3老, , ,2004-10-21,-2老
巢盔,2005, , ,2005-09-05,-3老, , ,2005-10-22,-1老,2005-10-28,-1老, , , , , , ,2005-10-28,3老,2005-11-07,6老, , , , , , ,2005-10-17,-4老,2006-04-25,0老,2005-10-16,5老, , ,2005-10-22,-1老
巢盔,2006, , ,2006-09-02,-6老, , ,2006-10-25,2老,2006-11-02,4老, , , , , , ,2006-11-02,8老,2006-11-10,9老, , , , , , ,2006-11-06,16老,2007-04-29,4老,2006-10-03,-8老, , ,2006-11-02,10老
巢盔,2007, , ,2007-09-01,-7老, , ,2007-10-29,6老,2007-11-02,4老, , , , , , ,2007-11-04,10老,2007-11-11,10老, , , , , , ,2007-10-20,-1老,2008-05-06,11老,2007-10-10,-1老, , ,2007-10-22,-1老
巢盔,2008, , ,2008-09-02,-6老, , ,2008-10-28,5老,2008-11-09,11老, , , , , , ,2008-11-04,10老,2008-11-14,13老, , , , , , ,2008-11-04,14老,2009-04-28,3老,2008-10-11,0老, , ,2008-10-23,0老
巢盔,2009, , ,2009-09-04,-4老, , ,2009-10-26,3老,2009-11-04,6老, , , , , , ,2009-10-26,1老,2009-11-10,9老, , , , , , ,2009-10-21,0老,2010-05-01,6老,2009-10-12,1老, , ,2009-10-26,3老
巢盔,2010, , ,2010-09-10,2老, , ,2010-10-23,0老,2010-10-30,1老, , , , , , ,2010-10-28,3老,2010-11-07,6老, , , , , , ,2010-10-26,5老,2011-04-29,4老,2010-10-10,-1老, , ,2010-10-22,-1老
巢盔,2011, , ,2011-09-06,-2老, , ,2011-10-17,-6老,2011-10-23,-6老, , , , , , ,2011-10-20,-5老,2011-10-27,-5老, , , , , , ,2011-10-18,-3老,2012-04-27,2老,2011-10-12,1老, , ,2011-10-25,2老
巢盔,2012, , ,2012-09-10,2老, , ,2012-10-17,-6老,2012-10-22,-7老, , , , , , ,2012-10-20,-5老,2012-10-28,-4老, , , , , , ,2012-10-12,-9老,2013-05-01,6老,2012-10-09,-2老, , ,2012-10-19,-4老
巢盔,2013, , ,2013-09-09,1老, , ,2013-10-19,-4老,2013-10-26,-3老, , , , , , ,2013-10-21,-4老,2013-10-28,-4老, , , , , , ,2013-10-27,6老,2014-04-08,-17老,2013-10-07,-4老, , ,2013-10-22,-1老
巢盔,2014, , ,2014-08-28,-11老, , ,2014-10-16,-7老,2014-10-22,-7老, , , , , , ,2014-10-19,-6老,2014-10-26,-6老, , , , , , ,2014-10-17,-4老,2015-04-17,-8老,2014-10-08,-3老, , ,2014-10-19,-4老
巢盔,2015, , ,2015-09-04,-4老,2015-09-10, , , , , , , , , , , , , , , , , , , , , ,2015-10-31,10老, , ,2015-10-08,-3老, , ,2015-10-22,-1老
巢盔,2016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2016-10-19,8老, , ,2016-10-31,8老
巢盔,2017, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2017-10-18,7老, , ,2017-10-27,4老
巢盔,2018, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2018-10-12,1老, , ,2018-10-24,1老
巢盔,2019, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2019-10-24,13老, , ,2019-10-31,8老
巢盔,2020, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2020-10-15,4老, , ,2020-10-23,0老
巢盔,2021, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2021-10-26,15老, , ,2021-11-01,9老
巢盔,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2022-10-18,7老, , ,2022-10-24,1老
巢盔,2023, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2023-10-16,5老, , ,2023-10-23,0老
何救,2004, , ,2004-09-03,-8老, , ,2004-10-17,-3老,2004-11-06,1老, , , , , , ,2004-10-21,-3老,2004-11-11,3老, , , , , , ,2004-11-07,7老,2005-04-04,-2老, , , , , , 
何救,2005, , ,2005-09-13,2老, , ,2005-10-05,-15老,2005-11-07,2老, , , , , , ,2005-10-23,-1老,2005-11-16,8老, , , , , , ,2005-10-23,-8老,2006-03-31,-6老, , , , , , 
何救,2006, , ,2006-09-15,4老, , ,2006-10-03,-17老,2006-11-04,-1老, , , , , , ,2006-10-20,-4老,2006-11-12,4老, , , , , , ,2006-11-12,12老, , , , , , , , 
何救,2007, , ,2007-09-14,3老, , ,2007-10-01,-19老,2007-11-02,-3老, , , , , , ,2007-10-31,7老,2007-11-20,12老, , , , , , ,2007-11-17,17老,2008-03-17,-20老, , , , , , 
何救,2008, , ,2008-09-17,6老, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
烙角,2004,2004-05-02,-7老,2004-09-06,-3老, , ,2004-10-20,2老,2004-10-25,0老, , , , , , ,2004-10-22,4老,2004-10-26,-3老, , , , , , ,2004-10-03,-13老,2005-04-16,-11老,2004-10-18,3老, , ,2004-10-23,-2老
烙角,2005,2005-04-30,-9老,2005-09-13,4老, , ,2005-10-20,2老,2005-10-28,3老, , , , , , ,2005-10-08,-10老,2005-10-30,1老, , , , , , ,2005-10-17,1老,2006-04-25,-2老,2005-10-09,-6老, , ,2005-10-23,-2老
烙角,2006,2006-05-01,-8老,2006-09-08,-1老, , ,2006-10-20,2老,2006-10-30,5老, , , , , , ,2006-10-04,-14老,2006-10-28,-1老, , , , , , ,2006-10-31,15老,2007-04-29,2老,2006-10-10,-5老, , ,2006-10-21,-4老
烙角,2007,2007-05-03,-6老,2007-09-12,3老, , ,2007-10-23,5老,2007-10-30,5老, , , , , , ,2007-10-17,-1老,2007-10-30,1老, , , , , , ,2007-10-20,4老,2008-05-11,14老,2007-10-19,4老, , ,2007-10-30,5老
烙角,2008,2008-05-07,-2老,2008-09-15,6老, , , , , , , , , , , , , , , , , , , , , , ,2008-10-13,-3老, , , , , , , , 
厘荐,2004, , ,2004-09-06,-2老, , ,2004-10-02,-13老,2004-10-11,-11老, , , , , , ,2004-10-06,-11老,2004-10-19,-6老, , , , , , ,2004-10-03,-9老,2005-05-10,9老,2004-10-04,-5老, , ,2004-10-17,-4老
厘荐,2005, , ,2005-09-08,0老, , ,2005-10-06,-9老,2005-10-13,-9老, , , , , , ,2005-10-05,-12老,2005-10-19,-6老, , , , , , ,2005-10-16,4老,2006-05-03,2老,2005-10-03,-6老, , ,2005-10-15,-6老
厘荐,2006, , ,2006-09-05,-3老, , ,2006-10-04,-11老, , , , , , , , ,2006-10-02,-15老, , , , , , , , ,2006-10-24,12老,2007-04-29,-2老,2006-09-29,-10老, , ,2006-10-13,-8老
厘荐,2007, , ,2007-09-10,2老, , ,2007-10-24,9老,2007-10-28,6老, , , , , , ,2007-10-22,5老,2007-10-27,2老, , , , , , ,2007-10-18,6老,2008-05-11,10老,2007-10-18,9老, , ,2007-10-27,6老
厘荐,2008, , ,2008-09-15,7老, , , , , , , , , , , , , , , , , , , , , , ,2008-10-13,1老, , , , , , , , 
傈林,2004, , ,2004-09-04,-3老,搬螟,—,2004-10-20,-4老,2004-10-29,-5老, , , , , , ,2004-10-21,-3老,2004-10-30,-4老, , , , , , ,2004-11-13,12老,2005-03-29,-6老,2004-10-19,0老, , ,2004-10-28,-3老
傈林,2005, , ,2005-09-15,8老,搬螟,—,2005-10-30,6老,2005-11-04,1老, , , , , , ,2005-10-27,3老,2005-11-03,0老, , , , , , ,2005-10-23,-9老,2006-04-03,-1老,2005-10-22,3老, , ,2005-10-30,-1老
傈林,2006, , ,2006-09-02,-5老,搬螟,—,2006-10-23,-1老,2006-11-03,0老, , , , , , ,2006-10-24,0老,2006-11-05,2老, , , , , , ,2006-11-12,11老,2007-04-05,1老,2006-10-10,-9老, , ,2006-10-25,-6老
傈林,2007, , ,2007-09-10,3老,搬螟,—,2007-10-30,6老,2007-11-08,5老, , , , , , ,2007-10-30,6老,2007-11-08,5老, , , , , , ,2007-11-04,3老,2008-03-17,-18老,2007-10-26,7老, , ,2007-11-02,2老
傈林,2008, , ,2008-09-08,1老,搬螟,—,2008-10-25,1老,2008-11-05,2老, , , , , , ,2008-10-25,1老,2008-11-05,2老, , , , , , ,2008-11-12,11老,2009-04-02,-2老,2008-10-22,3老, , ,2008-11-01,1老
傈林,2009, , ,2009-08-16,-22老,搬螟,—,2009-11-02,9老,2009-11-12,9老, , , , , , ,2009-11-02,9老,2009-11-12,9老, , , , , , ,2009-11-03,2老,2010-04-08,4老,2009-10-31,12老, , ,2009-11-10,10老
傈林,2010, , ,2010-09-15,8老,搬螟,—,2010-10-27,3老,2010-11-08,5老, , , , , , ,2010-10-26,2老,2010-11-08,5老, , , , , , ,2010-10-27,-5老,2011-04-12,8老,2010-10-24,5老, , ,2010-11-05,5老
傈林,2011, , ,2011-09-14,7老,搬螟,—,2011-10-25,1老,2011-11-03,0老, , , , , , ,2011-10-25,1老,2011-11-03,0老, , , , , , ,2011-10-26,-6老,2012-04-01,-3老,2011-10-23,4老, , ,2011-10-28,-3老
傈林,2012, , ,2012-09-15,8老,搬螟,—,2012-10-27,3老,2012-11-05,2老, , , , , , ,2012-10-24,0老,2012-11-05,2老, , , , , , ,2012-11-02,1老,2013-04-12,8老,2012-10-18,-1老, , ,2012-10-31,0老
傈林,2013, , ,2013-09-12,5老,搬螟,—,2013-10-28,4老,2013-11-05,2老, , , , , , ,2013-10-21,-3老,2013-10-31,-3老, , , , , , ,2013-11-12,11老,2014-04-05,1老,2013-10-14,-5老, , ,2013-10-28,-3老
傈林,2014, , ,2014-09-04,-3老,搬螟,—,2014-10-26,2老,2014-11-04,1老, , , , , , ,2014-10-23,-1老,2014-11-11,8老, , , , , , ,2014-11-10,9老,2015-03-26,-9老,2014-10-17,-2老, , ,2014-10-30,-1老
傈林,2015, , ,搬螟,—,搬螟,—,2015-10-21,-3老,2015-11-01,-2老, , , , , , ,2015-10-23,-1老,2015-11-06,3老, , , , , , ,2015-10-31,-1老,2016-03-28,-7老,2015-10-13,-6老, , ,2015-10-29,-2老
傈林,2016, , ,2016-09-09,2老,2016-09-20, ,2016-10-21,-3老,2016-11-01,-2老, , , , , , ,2016-10-23,-1老,2016-11-06,3老, , , , , , ,2016-11-02,1老,2017-04-03,-1老,2016-10-13,-6老, , ,2016-10-28,-3老
傈林,2017, , ,2017-09-08,1老,2017-09-18, ,2017-10-20,-4老,2017-10-31,-3老, , , , , , ,2017-10-20,-4老,2017-10-31,-3老, , , , , , ,2017-10-30,-2老,2018-04-16,12老,2017-10-12,-7老, , ,2017-10-27,-4老
傈林,2018, , ,2018-09-18,11老,2018-09-23, ,2018-10-12,-12老,2018-10-25,-9老, , , , , , ,2018-10-11,-13老,2018-10-25,-9老, , , , , , ,2018-11-01,0老,2019-04-15,11老,2018-10-10,-9老, , ,2018-10-24,-7老
傈林,2019, , ,2019-09-12,5老,2019-09-21, ,2019-10-24,0老,2019-11-08,5老, , , , , , ,2019-10-24,0老,2019-11-08,5老, , , , , , ,2019-11-08,7老,2020-04-05,1老,2019-10-15,-4老, , ,2019-10-31,0老
傈林,2020, , ,2020-09-06,-1老,2020-09-18, ,2020-10-21,-3老,2020-10-26,-8老, , , , , , ,2020-10-22,-2老,2020-10-27,-7老, , , , , , ,2020-11-04,3老,2021-04-15,11老,2020-10-15,-4老, , ,2020-10-23,-8老
傈林,2021, , ,2021-09-15,8老,2021-09-30, ,2021-10-24,0老,2021-10-27,-7老, , , , , , ,2021-10-23,-1老,2021-10-27,-7老, , , , , , ,2021-10-18,-14老,2022-04-05,1老,2021-10-26,7老, , ,2021-11-01,1老
傈林,2022, , ,搬螟,—,2022-09-26, ,2022-10-17,-7老,2022-10-25,-9老, , , , , , ,2022-10-28,4老,2022-11-10,7老, , , , , , ,2022-10-19,-13老,2023-04-09,5老,2022-10-14,-5老, , ,2022-10-19,-12老
傈林,2023, , ,2023-09-11,4老,2023-09-13, ,2023-10-13,-11老,2023-10-20,-14老, , , , , , ,2023-10-16,-8老,2023-10-26,-8老, , , , , , ,2023-11-08,7老,2024-03-30,-5老,2023-10-11,-8老, , ,2023-10-20,-11老
沥谰,2004, , ,2004-09-04,-6老, , ,2004-10-30,4老,2004-11-09,2老, , , , , , ,2004-10-27,2老,2004-11-08,1老, , , , , , ,2004-10-27,-2老,2005-04-16,3老,2004-10-19,-1老, , ,2004-11-04,0老
沥谰,2005, , ,2005-09-06,-4老, , ,2005-10-29,3老,2005-11-07,0老, , , , , , ,2005-10-26,1老,2005-11-07,0老, , , , , , ,2005-10-23,-6老,2006-04-21,8老,2005-10-18,-2老, , ,2005-11-05,1老
沥谰,2006, , ,2006-09-07,-3老, , ,2006-10-31,5老,2006-11-10,3老, , , , , , ,2006-10-27,2老,2006-11-10,3老, , , , , , ,2006-11-12,14老, , ,2006-10-12,-8老, , ,2006-11-04,0老
沥谰,2007, , ,2007-09-06,-4老, , ,2007-10-30,4老,2007-11-10,3老, , , , , , ,2007-10-30,5老,2007-11-10,3老, , , , , , ,2007-11-04,6老,2008-04-01,-12老,2007-10-25,5老, , ,2007-11-05,1老
沥谰,2008, , ,2008-09-17,7老, , ,2008-11-02,7老,2008-11-16,9老, , , , , , ,2008-11-02,8老,2008-11-16,9老, , , , , , ,2008-11-04,6老,2009-04-17,4老,2008-10-20,0老, , ,2008-11-02,-2老
沥谰,2009, , ,2009-09-16,6老, , ,2009-11-03,8老,2009-11-12,5老, , , , , , ,2009-11-03,9老,2009-11-12,5老, , , , , , ,2009-11-03,5老,2010-04-08,-5老,2009-10-20,0老, , ,2009-11-06,2老
沥谰,2010, , ,2010-09-05,-5老, , ,2010-10-28,2老,2010-11-10,3老, , , , , , ,2010-10-28,3老,2010-11-10,3老, , , , , , ,2010-10-26,-3老,2011-04-12,-1老,2010-10-25,5老, , ,2010-11-08,4老
沥谰,2011, , ,2011-09-09,-1老, , ,2011-10-24,-2老,2011-11-02,-5老, , , , , , ,2011-10-24,-1老,2011-11-02,-5老, , , , , , ,2011-10-26,-3老,2012-04-27,14老,2011-10-25,5老, , ,2011-11-04,0老
沥谰,2012, , ,2012-09-18,8老, , ,2012-10-30,4老,2012-11-06,-1老, , , , , , ,2012-10-30,5老,2012-11-06,-1老, , , , , , ,2012-10-18,-11老,2013-04-15,2老,2012-10-25,5老, , ,2012-11-02,-2老
沥谰,2013, , ,2013-09-15,5老, , ,2013-10-28,2老,2013-11-04,-3老, , , , , , ,2013-10-25,0老,2013-11-04,-3老, , , , , , ,2013-10-29,0老,2014-03-14,-30老,2013-10-22,2老, , ,2013-11-04,0老
沥谰,2014, , ,2014-09-13,3老, , , , , , , , , , , , , , , , , , , , , , ,2014-10-28,-1老, , ,2014-10-22,2老, , ,2014-11-14,10老
沥谰,2015, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-10-19,-1老, , ,2015-11-06,2老
沥谰,2016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2016-10-20,0老, , ,2016-11-01,-3老
沥谰,2017, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2017-10-16,-4老, , ,2017-10-30,-5老
沥谰,2018, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2018-10-17,-3老, , ,2018-10-29,-6老
沥谰,2019, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2019-10-24,4老, , ,2019-11-08,4老
沥谰,2020, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2020-10-19,-1老, , ,2020-11-02,-2老
沥谰,2021, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2021-10-29,9老, , ,2021-11-03,-1老
沥谰,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2022-10-25,5老, , ,2022-10-31,-4老
沥谰,2023, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2023-10-27,7老, , ,2023-10-31,-4老
绊魂,2004,2004-05-24, ,2004-08-14,5老, , ,2004-11-02,-4老,2004-11-20,0老, , , , , , ,2004-11-02,-5老,2004-11-18,-2老, , , , , , , , , , , , , , , , 
绊魂,2005,2005-05-26, ,2005-08-21,12老, , ,2005-11-05,-1老,2005-11-24,4老, , , , , , ,2005-11-05,-2老,2005-11-24,4老, , , , , , , , , , , , , , , , 
绊魂,2006,2006-05-16, ,2006-05-24,-77老, , ,2006-10-25,-12老,2006-11-13,-7老, , , , , , ,2006-10-23,-15老,2006-11-14,-6老, , , , , , , , , , , , , , , , 
绊魂,2007,2007-05-17, ,2007-05-26,-75老, , ,2007-10-29,-8老,2007-11-11,-9老, , , , , , ,2007-10-30,-8老,2007-11-09,-11老, , , , , , , , , , , , , , , , 
绊魂,2008, , , , , , ,2008-10-29,-8老,2008-11-13,-7老, , , , , , ,2008-11-02,-5老,2008-11-14,-6老, , , , , , ,包螟 救凳,—,包螟 救凳,—, , , , , , 
绊魂,2009, , , , , , ,2009-11-01,-5老,2009-11-17,-3老, , , , , , ,2009-11-02,-5老,2009-11-14,-6老, , , , , , ,包螟 救凳,—,包螟 救凳,—, , , , , , 
绊魂,2010, , ,2010-09-08,30老, , ,2010-11-07,1老,2010-11-23,3老, , , , , , ,2010-11-10,3老,2010-11-23,3老, , , , , , ,2010-11-17, ,2010-11-17, , , , , , , 
绊魂,2011, , ,2011-09-06,28老, , ,2011-10-28,-9老,2011-11-12,-8老, , , , , , ,2011-10-31,-7老,2011-11-15,-5老, , , , , , ,包螟 救凳,—,包螟 救凳,—, , , , , , 
绊魂,2012, , , , , , ,2012-10-24,-13老,2012-11-09,-11老, , , , , , ,2012-10-29,-9老,2012-11-15,-5老, , , , , , ,包螟 救凳,—,包螟 救凳,—, , , , , , 
绊魂,2013, , , , , , ,2013-10-25,-12老, , , , , , , , ,2013-10-29,-9老, , , , , , , , ,2014-03-11, ,2014-03-11, , , , , , , 
辑蓖器,2004,2004-05-15,0老,2004-08-27,12老, , ,2004-11-04,-6老,2004-11-18,-7老, , , , , , ,2004-11-04,-3老,2004-11-12,-10老, , , , , , ,2005-02-03,20老,2005-02-03,3老, , , , , , 
辑蓖器,2005,2005-05-15,0老,2005-08-22,7老, , ,2005-11-08,-2老,2005-11-25,0老, , , , , , ,2005-11-08,1老,2005-11-26,4老, , , , , , ,2005-12-20,-25老,2006-01-24,-7老, , , , , , 
辑蓖器,2006,2006-05-08,-7老,2006-05-22,-85老, , ,2006-11-01,-9老,2006-11-19,-6老, , , , , , ,2006-10-27,-11老,2006-11-15,-7老, , , , , , ,2007-01-31,17老,2007-02-03,3老, , , , , , 
辑蓖器,2007,2007-05-10,-5老,2007-05-28,-79老, , ,2007-11-06,-4老,2007-11-23,-2老, , , , , , ,2007-11-02,-5老,2007-11-15,-7老, , , , , , ,2008-01-17,3老,2008-01-17,-14老, , , , , , 
辑蓖器,2008, , ,2008-09-07,23老, , ,2008-10-31,-10老,2008-11-22,-3老, , , , , , ,2008-11-03,-4老,2008-11-19,-3老, , , , , , ,包螟 救凳,—,包螟 救凳,—, , , , , , 
辑蓖器,2009, , ,2009-06-27,-49老, , ,2009-11-11,1老,2009-11-23,-2老, , , , , , ,2009-11-05,-2老,2009-11-20,-2老, , , , , , ,2010-01-09,-5老,2010-02-02,2老, , , , , , 
辑蓖器,2010, , ,2010-09-03,19老, , ,2010-11-22,12老,2010-11-29,4老, , , , , , ,2010-11-18,11老,2010-11-23,1老, , , , , , ,2010-12-25,-20老,2011-02-15,15老, , , , , , 
辑蓖器,2011, , ,2011-09-05,21老, , ,2011-11-29,19老,2011-12-06,11老, , , , , , ,2011-11-25,18老,2011-12-03,11老, , , , , , ,2011-12-26,-19老,2012-02-20,20老, , , , , , 
辑蓖器,2012, , , , , , , , , , , , , , , , , , , , , , , , , , ,包螟 救凳,—,包螟 救凳,—, , , , , , 
辑蓖器,2013, , ,2013-07-15,-31老, , , , , , , , , , , , , , , , , , , , , , ,包螟 救凳,—,包螟 救凳,—, , , , , , 
辑蓖器,2014, , ,2014-07-11,-35老, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
辑蓖器,2019,2019-05-15,0老,2019-08-13,-2老, , , , , , , , , , , , ,2019-10-25,-13老,2019-11-10,-12老, , , , , , ,包螟 救凳,—,包螟 救凳,—, , , , , , 
辑蓖器,2020, , ,2020-08-29,14老,搬螟,—,2020-11-18,8老,2020-11-28,3老, , , , , , ,2020-11-03,-4老,2020-11-14,-8老, , , , , , ,2021-02-19,36老,包螟 救凳,—, , , , , , 
辑蓖器,2021, , ,搬螟,—,搬螟,—,2021-11-18,8老,2021-12-02,7老, , , , , , ,2021-11-06,-1老,2021-11-18,-4老, , , , , , ,包螟 救凳,—,包螟 救凳,—, , , , , , 
辑蓖器,2022, , ,2022-07-17,-29老,2022-07-30, ,2022-11-23,13老,2022-12-12,17老, , , , , , ,2022-10-31,-7老,2022-11-11,-11老, , , , , , ,2022-12-25,-20老,2022-12-25,-37老, , , , , , 
辑蓖器,2023, , ,2023-09-28,44老,2023-10-17, ,2023-11-28,18老,2023-12-06,11老, , , , , , ,2023-11-13,6老,2023-11-21,-1老, , , , , , ,2024-03-02,48老,2024-03-02,31老, , , , , , 
己魂,2004,2004-05-24, ,2004-08-28,1老, , ,2004-10-27,-9老, , , , , , , , ,2004-10-27,-10老, , , , , , , , ,2004-12-08,-9老,2005-03-07,5老, , , , , , 
己魂,2005,2005-05-30, ,2005-08-25,-2老, , ,2005-11-07,2老,2005-11-26,4老, , , , , , ,2005-11-07,1老,2005-11-26,4老, , , , , , ,2005-12-09,-8老,2006-03-15,13老, , , , , , 
己魂,2006,2006-05-15, ,2006-05-22,-97老, , ,2006-11-01,-4老,2006-11-19,-3老, , , , , , ,2006-10-27,-10老,2006-11-15,-7老, , , , , , ,2006-12-19,2老,2007-02-05,-25老, , , , , , 
己魂,2007,2007-05-21, ,2007-05-29,-90老, , ,2007-11-04,-1老,2007-11-18,-4老, , , , , , ,2007-11-02,-4老,2007-11-14,-8老, , , , , , ,2008-01-04,17老,2008-01-17,-45老, , , , , , 
己魂,2008,2008-05-16, ,2008-09-08,12老, , ,2008-11-04,-1老,2008-11-25,3老, , , , , , ,2008-11-07,1老,2008-11-22,0老, , , , , , ,2009-01-27,41老,2009-01-27,-34老, , , , , , 
己魂,2009, , ,2009-07-03,-55老, , ,2009-11-13,8老,2009-11-25,3老, , , , , , ,2009-11-08,2老,2009-11-24,2老, , , , , , ,2009-12-29,12老,2010-02-05,-25老, , , , , , 
己魂,2010, , ,2010-09-07,11老, , ,2010-11-18,13老,2010-11-25,3老, , , , , , ,2010-11-12,6老,2010-11-19,-3老, , , , , , ,2010-11-29,-18老,2011-03-11,9老, , , , , , 
己魂,2011, , ,2011-09-06,10老, , ,2011-10-18,-18老,2011-11-07,-15老, , , , , , ,2011-10-20,-17老,2011-11-13,-9老, , , , , , ,2011-12-20,3老,2012-03-14,12老, , , , , , 
己魂,2012, , ,2012-09-04,8老, , ,2012-10-24,-12老,2012-11-14,-8老, , , , , , ,2012-11-02,-4老,2012-11-17,-5老, , , , , , ,2013-01-01,15老,2013-01-29,-32老, , , , , , 
己魂,2013, , ,2013-09-05,9老, , ,2013-10-28,-8老,2013-11-15,-7老, , , , , , ,2013-10-23,-14老,2013-11-06,-16老, , , , , , ,包螟 救凳,—,包螟 救凳,—, , , , , , 
己魂,2014, , , , , , , , , , , , , , , , , , , , , , , , , , ,2014-12-30,13老, , , , , , , , 
己魂,2007,2007-05-21, ,2007-05-29, , , ,2007-11-04, ,2007-11-18, , , , , , , ,2007-11-02, ,2007-11-14, , , , , , , ,2008-01-04, ,2008-01-17, , , , , , , 
己魂,2008,2008-05-16, ,2008-09-08, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
己魂器,2004,2004-05-24, ,2004-08-28, , , ,2004-10-27, , , , , , , , , ,2004-10-27, , , , , , , , , ,2004-12-08, ,2005-03-07, , , , , , , 
己魂器,2005,2005-05-30, ,2005-08-25, , , ,2005-11-07, ,2005-11-26, , , , , , , ,2005-11-07, ,2005-11-26, , , , , , , ,2005-12-09, ,2006-03-15, , , , , , , 
己魂器,2006,2006-05-15, ,2006-05-22, , , ,2006-11-01, ,2006-11-19, , , , , , , ,2006-10-27, ,2006-11-15, , , , , , , ,2006-12-19, ,2007-02-05, , , , , , , 
力林,2004,2004-06-02,14老,2004-09-01,16老, , ,2004-10-26,-12老,2004-11-22,2老, , , , , , ,2004-10-26,-9老,2004-11-19,2老, , , , , , ,2005-02-03,29老,2005-03-06,20老,2004-10-15,1老, , ,2004-10-26,-2老
力林,2005,2005-05-29,10老,2005-08-30,14老, , ,2005-11-02,-5老,2005-11-22,2老, , , , , , ,2005-11-02,-2老,2005-11-22,5老, , , , , , ,2005-12-25,-11老,2006-03-04,18老,2005-10-21,7老, , ,2005-11-02,5老
力林,2006,2006-05-15,-4老,2006-05-22,-86老, , ,2006-10-25,-13老,2006-11-16,-4老, , , , , , ,2006-10-20,-15老,2006-11-10,-7老, , , , , , ,2007-01-11,6老,2007-02-02,-12老,2006-10-11,-3老, , ,2006-10-21,-7老
力林,2007,2007-05-15,-4老,2007-05-30,-78老, , ,2007-10-31,-7老,2007-11-10,-10老, , , , , , ,2007-10-28,-7老,2007-11-07,-10老, , , , , , , , , , ,2007-10-13,-1老, , ,2007-10-27,-1老
力林,2008, , ,2008-09-07,22老, , ,搬螟,—,搬螟,—, , , , , , ,搬螟,—,搬螟,—, , , , , , ,包螟 救凳,—,包螟 救凳,—,2008-10-17,3老, , ,2008-10-31,3老
力林,2009, , ,2009-07-03,-44老, , ,搬螟,—,搬螟,—, , , , , , ,搬螟,—,搬螟,—, , , , , , ,2009-12-29,-7老,2010-01-17,-28老,2009-10-12,-2老, , ,2009-10-29,1老
