瘤痢,斥档,力厚,力厚,力厚,力厚,力厚,力厚,力厚,力厚,轨,轨,轨,轨,轨,轨,轨,轨,俺备府,俺备府,俺备府,俺备府,俺备府,俺备府,俺备府,俺备府,唱厚,唱厚,唱厚,唱厚,唱厚,唱厚,唱厚,唱厚,泪磊府,泪磊府,泪磊府,泪磊府,泪磊府,泪磊府,泪磊府,泪磊府,辆崔货,辆崔货,辆崔货,辆崔货,辆崔货,辆崔货,辆崔货,辆崔货,坏操扁,坏操扁,坏操扁,坏操扁,坏操扁,坏操扁,坏操扁,坏操扁,概固,概固,概固,概固,概固,概固,概固,概固,扁矾扁,扁矾扁,扁矾扁,扁矾扁,扁矾扁,扁矾扁,扁矾扁,扁矾扁,内胶葛胶,内胶葛胶,内胶葛胶,内胶葛胶,内胶葛胶,内胶葛胶,概拳,概拳,概拳,概拳,概拳,概拳,俺唱府,俺唱府,俺唱府,俺唱府,俺唱府,俺唱府,柳崔贰,柳崔贰,柳崔贰,柳崔贰,柳崔贰,柳崔贰,孩唱公,孩唱公,孩唱公,孩唱公,孩唱公,孩唱公,酒鳖矫唱公,酒鳖矫唱公,酒鳖矫唱公,酒鳖矫唱公,酒鳖矫唱公,酒鳖矫唱公,汗件酒,汗件酒,汗件酒,汗件酒,汗件酒,汗件酒,硅唱公,硅唱公,硅唱公,硅唱公,硅唱公,硅唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,辑府,辑府,辑府,辑府,倔澜,倔澜,倔澜,倔澜,传,传,传,传,包汲,包汲,包汲,包汲,碍窍玫,碍窍玫,碍窍玫,碍窍玫,蜡疙魂 窜浅,蜡疙魂 窜浅,蜡疙魂 窜浅,蜡疙魂 窜浅,蜡疙魂 窜浅,蜡疙魂 窜浅,秦荐垮厘,秦荐垮厘,秦荐垮厘,秦荐垮厘,秦荐垮厘,秦荐垮厘,焙遏窜瘤,焙遏窜瘤,焙遏窜瘤,焙遏窜瘤
措备(扁),2013, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2013-11-01, ,2013-11-08, , , , , , , ,2013-11-01, ,2013-11-08, , , , , , , ,2013-11-13, ,2014-03-22, ,2013-11-13, ,2014-03-22, ,2013-11-18, ,2014-03-14, ,2013-11-27, ,2014-04-06, ,2014-01-14, ,2014-02-06, ,2013-10-25, , , ,2013-11-04, , , , , , , , , , , 
措备(扁),2014,2014-04-13, , , , , , , , , , , , , , , , , , , , , , , ,2014-03-16, , , , , , , ,2014-06-18, , , , , , , , , , , , , , , , , , , ,2014-05-15, , , , , , , ,2014-07-14, , , , , , , , , , , , , , , , , ,2014-02-20, ,2014-03-11, , , ,2014-03-03, ,2014-03-16, , , ,2014-03-04, ,2014-03-17, , , ,2014-03-17, ,2014-03-27, , , ,2014-04-03, ,2014-04-28, , , ,2014-03-20, ,2014-04-02, , , ,2014-03-21, ,2014-04-06, , , ,2014-11-05, ,2014-11-13, , , , , , , ,2014-11-05, ,2014-11-13, , , , , , , ,2014-11-05, ,2015-03-08, ,2014-11-13, ,2015-03-12, ,2014-12-01, ,2015-03-03, ,2014-12-04, ,2015-03-06, ,2014-12-18, ,2015-02-09, ,2014-10-14, , , ,2014-10-29, , , , , , , , , , , 
措备(扁),2015, , ,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , , , ,2015-03-19, , , , , , , , , , , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , , , , , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , ,2015-02-22, ,2015-03-17, , , ,2015-03-02, ,2015-03-19, , , ,2015-03-02, ,2015-03-21, , , ,2015-03-20, ,2015-03-28, , , ,2015-03-30, ,2015-05-04, , , ,2015-03-21, ,2015-03-30, , , ,2015-03-21, ,2015-03-30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
措傈,2005, , , , , , , , , , , , , , , , , , , , , , , , ,2005-04-13,6老, , , , , , ,2005-06-17,-10老, , , , , , , , , , , , , , , , , , ,2005-05-16,-2老, , , , , , ,2005-06-28,-11老,2005-09-13,-11老, , , , , , , , , , ,2005-09-09,7老, , ,2005-03-26,13老,2005-04-04,8老, , ,2005-03-26,8老,2005-04-04,9老, , ,2005-03-28,9老,2005-04-06,8老, , ,2005-04-02,8老,2005-04-08,4老, , ,2005-04-16,2老,2005-05-05,-2老, , ,2005-04-01,3老,2005-04-13,4老, , ,2005-04-02,3老,2005-04-16,5老, , ,2005-10-17,-6老,2005-10-27,-5老, , , , , , ,2005-10-17,-8老,2005-10-27,-7老, , , , , , ,2005-10-23,-5老,2006-03-20,-15老,2005-11-15,12老,2006-03-31,-2老,2005-11-21,1老,2006-03-28,10老,2005-12-04,-3老,2006-03-16,12老,2005-12-14,-29老,2006-02-11,4老,2005-10-14,-2老, , ,2005-10-26,-1老, , , , , , , , , , 
措傈,2006, , , , , , , , , , , , , , , , , , , , , , , , ,2006-04-17,10老, , , , , , ,2006-06-12,-15老, , , , , , , , , , , , , , , , , , ,2006-05-09,-9老, , , , , , ,2006-07-13,4老,2006-09-19,-5老, , , , , , , , , , ,2006-09-10,8老, , ,2006-03-19,6老,2006-03-26,-1老, , ,2006-03-15,-3老,2006-03-24,-2老, , ,2006-03-17,-2老,2006-03-27,-2老, , ,2006-03-31,6老,2006-04-08,4老, , ,2006-04-16,2老,2006-05-13,6老, , ,2006-04-02,4老,2006-04-13,4老, , ,2006-04-02,3老,2006-04-13,2老, , ,2006-10-24,1老,2006-10-30,-2老, , , , , , ,2006-10-24,-1老,2006-10-30,-4老, , , , , , ,2006-11-12,15老,2007-04-05,1老,2006-11-07,4老,2007-04-05,3老,2006-11-06,-14老,2007-03-11,-7老,2006-11-07,-30老,2007-03-10,6老,2007-01-13,1老,2007-02-06,-1老,2006-10-13,-3老, , ,2006-10-25,-2老, , , , , , , , , , 
措傈,2007, , , , , , , , ,2007-06-01, , , , , , , ,2007-06-04, , , , , , , ,2007-04-17,10老, , , , , , ,2007-05-31,-27老, , , , , , , , , , , , , , ,2007-05-20, , , ,2007-05-20,2老, , , , , , ,2007-07-03,-6老,2007-09-21,-3老, , , , , , , , , , ,2007-09-13,11老, , ,2007-03-01,-12老,2007-03-12,-15老, , ,2007-03-12,-6老,2007-03-21,-5老, , ,2007-03-14,-5老,2007-03-22,-7老, , ,2007-03-22,-3老,2007-03-31,-4老, , ,2007-04-05,-9老,2007-04-28,-9老, , ,2007-03-28,-1老,2007-04-04,-5老, , ,2007-03-28,-2老,2007-04-05,-6老, , ,2007-10-27,4老,2007-11-03,2老, , , , , , ,2007-10-27,2老,2007-11-03,0老, , , , , , ,2007-11-04,7老,2008-03-15,-20老,2007-11-16,13老,2008-03-17,-16老,2007-11-21,1老,2008-03-04,-14老,2007-11-21,-16老,2008-03-02,-2老,包螟 救凳,—,包螟 救凳,—,2007-10-19,3老, , ,2007-11-02,6老, , , , , , , , , , 
措傈,2008,包螟 救凳,—,包螟 救凳,—, , , , , , , , , , , , , , , , , , , , ,2008-03-28,-10老, , , , , , ,2008-07-13,16老, , , , , , , , , , , , , , , , , , ,2008-05-17,-1老, , , , , , ,2008-06-30,-9老,2008-10-20,26老,包螟 救凳,—, , , , , , , , ,2008-09-10,8老, , ,2008-03-08,-5老,2008-03-19,-8老, , ,2008-03-17,-1老,2008-03-22,-4老, , ,2008-03-17,-2老,2008-03-22,-7老, , ,2008-03-25,0老,2008-04-03,-1老, , ,2008-04-08,-6老,2008-05-03,-4老, , ,2008-03-30,1老,2008-04-07,-2老, , ,2008-03-25,-5老,2008-04-08,-3老, , ,2008-10-24,1老,2008-11-02,1老, , , , , , ,2008-10-24,-1老,2008-11-02,-1老, , , , , , ,2008-11-04,7老,2009-04-02,-2老,2008-11-18,15老,2009-04-02,0老,2008-11-18,-2老,2009-03-25,7老,2008-11-18,-19老,2009-03-15,11老,包螟 救凳,—,包螟 救凳,—,2008-10-23,7老, , ,2008-11-01,5老, , , , , , , , , , 
措傈,2009,包螟 救凳,—,包螟 救凳,—, , , , , , , , , , , , , , , , , , , , ,2009-04-02,-5老, , , , , , ,2009-06-26,-1老, , , , , , , , , , , , , , , , , , ,2009-05-20,2老, , , , , , ,2009-06-27,-12老,2009-10-01,7老,包螟 救凳,—, , , , , , , , ,2009-08-31,-2老, , ,2009-03-02,-11老,2009-03-16,-11老, , ,2009-03-12,-6老,2009-03-20,-6老, , ,2009-03-12,-7老,2009-03-20,-9老, , ,2009-03-19,-6老,2009-03-30,-5老, , ,2009-04-07,-7老,2009-05-02,-5老, , ,2009-03-20,-9老,2009-04-02,-7老, , ,2009-03-19,-11老,2009-04-02,-9老, , ,2009-10-21,-2老,2009-10-31,-1老, , , , , , ,2009-10-21,-4老,2009-10-31,-3老, , , , , , ,2009-11-03,6老,2010-04-17,13老,2009-11-02,-1老,2010-04-15,13老,2009-11-15,-5老,2010-03-18,0老,2009-12-17,10老,2010-03-19,15老,2010-01-01,-11老,2010-01-07,-31老,2009-10-14,-2老, , ,2009-10-25,-2老, , , , , , , , , , 
措傈,2010,包螟 救凳,—,包螟 救凳,—, , , , , , , , , , , , , , , , , , , , ,2010-04-09,2老, , , , , , ,2010-06-20,-7老, , , , , , , , , , , , , , , , , , ,2010-05-20,2老, , , , , , ,2010-06-29,-10老,2010-09-25,1老,包螟 救凳,—, , , , , , , , ,2010-09-14,12老, , ,2010-03-02,-11老,2010-03-30,3老, , ,2010-03-16,-2老,2010-03-31,5老, , ,2010-03-16,-3老,2010-03-31,2老, , ,2010-04-01,7老,2010-04-16,12老, , ,2010-04-13,-1老,2010-05-17,10老, , ,2010-04-01,3老,2010-04-17,8老, , ,2010-04-01,2老,2010-04-18,7老, , ,2010-10-23,0老,2010-11-07,6老, , , , , , ,2010-10-23,-2老,2010-11-07,4老, , , , , , ,2010-10-27,-1老,2011-04-12,8老,2010-10-26,-8老,2011-03-28,-5老,2010-11-09,-11老,2011-03-24,6老,2010-12-08,1老,2011-03-26,22老,包螟 救凳,—,包螟 救凳,—,2010-10-18,2老, , ,2010-10-29,2老, , , , , , , , , , 
措傈,2011,包螟 救凳,—,包螟 救凳,—, , , , , , , , , , , , , , , , , , , , ,2011-04-10,3老, , , , , , ,2011-06-20,-7老, , , , , , , , , , , , , , , , , , ,2011-05-17,-1老, , , , , , ,2011-07-11,2老,2011-09-29,5老,包螟 救凳,—, , , , , , , , ,2011-09-02,0老, , ,2011-03-11,-2老,2011-03-25,-2老, , ,2011-03-31,13老,2011-04-04,9老, , ,2011-03-30,11老,2011-04-07,9老, , ,2011-04-04,10老,2011-04-12,8老, , ,2011-04-17,3老,2011-05-11,4老, , ,2011-04-04,6老,2011-04-14,5老, , ,2011-04-04,5老,2011-04-17,6老, , ,2011-10-26,3老,2011-11-01,0老, , , , , , ,2011-10-26,1老,2011-11-01,-2老, , , , , , ,2011-10-18,-10老,2012-03-27,-8老,2011-10-26,-8老,2012-04-04,2老,2011-11-23,3老,2012-04-03,16老,2011-12-24,17老,2012-02-22,-11老,包螟 救凳,—,包螟 救凳,—,2011-10-17,1老, , ,2011-10-26,-1老, , , , , , , , , , 
措傈,2012,包螟 救凳,—,包螟 救凳,—, , , , , , , , , , , , , , , , , , , , ,2012-04-24,17老, , , , , , ,2012-07-03,6老, , , , , , , , , , , , , , , , , , ,2012-05-27,9老, , , , , , ,2012-06-19,-20老,2012-09-28,4老,包螟 救凳,—,包螟 救凳,—, , , , , , ,2012-09-06,4老, , ,2012-02-28,-14老,2012-03-29,2老, , ,2012-03-14,-4老,2012-03-30,4老, , ,2012-03-29,10老,2012-04-09,11老, , ,2012-03-30,5老,2012-04-11,7老, , ,2012-04-19,5老,2012-05-05,-2老, , ,2012-04-04,6老,2012-04-18,9老, , ,2012-04-02,3老,2012-04-17,6老, , ,2012-10-23,0老,2012-10-29,-3老, , , , , , ,2012-10-23,-2老,2012-10-29,-5老, , , , , , ,2012-10-18,-10老,2013-04-13,9老,2012-11-02,-1老,2013-04-15,13老,2012-11-14,-6老,2013-04-20,33老,2012-12-04,-3老,2013-04-20,47老,包螟 救凳,—,包螟 救凳,—,2012-10-16,0老, , ,2012-10-26,-1老, , , , , , , , , , 
措傈,2013,包螟 救凳,—,包螟 救凳,—, , , , , , , , , , , , , , , , , , , , ,2013-05-14,37老, , , , , , ,2013-07-07,10老, , , , , , , , , , , , , , , , , , ,2013-05-15,-3老, , , , , , ,2013-07-16,7老,2013-09-27,3老,包螟 救凳,—, , , , , , , , ,2013-09-03,1老, , ,2013-03-07,-6老,2013-03-26,-1老, , ,2013-03-15,-3老,2013-03-26,0老, , ,2013-03-25,6老,2013-04-02,4老, , ,2013-03-25,0老,2013-04-03,-1老, , ,2013-04-26,12老,2013-05-14,7老, , ,2013-04-02,4老,2013-04-16,7老, , ,2013-03-27,-3老,2013-04-14,3老, , ,2013-10-21,-2老,2013-11-01,0老, , , , , , ,2013-10-21,-4老,2013-11-01,-2老, , , , , , ,2013-11-12,15老,2014-04-06,2老,2013-11-12,9老,2014-04-06,4老,2013-11-18,-2老,2014-03-09,-9老,2013-11-27,-10老,2014-03-09,5老,包螟 救凳,—,包螟 救凳,—,2013-10-16,0老, , ,2013-10-30,3老, , , , , , , , , , 
措傈,2014,包螟 救凳,—,包螟 救凳,—, , , , ,2014-05-28, , , , , , , , , , , , , , , ,2014-03-28,-10老, , , , , , ,2014-06-28,1老, , , , , , , , , , , , , , , , , , ,2014-05-28,10老, , , , , , ,2014-07-19,10老,2014-09-23,-1老,包螟 救凳,—, , , , , , , , ,2014-09-20,18老, , ,2014-03-10,-3老,2014-03-18,-9老, , ,2014-03-17,-1老,2014-03-21,-5老, , ,2014-03-17,-2老,2014-03-24,-5老, , ,2014-03-18,-7老,2014-03-28,-7老, , ,2014-04-15,1老,2014-05-02,-5老, , ,2014-03-29,0老,2014-04-01,-8老, , ,2014-03-31,1老,2014-04-03,-8老, , ,2014-10-20,-3老,2014-11-03,2老, , , , , , ,2014-10-20,-5老,2014-11-03,0老, , , , , , ,2014-10-28,0老,2015-03-24,-11老,2014-11-13,10老,2015-03-26,-7老,2014-11-12,-8老,2015-03-11,-7老,2014-12-03,-4老,2015-01-20,-43老,包螟 救凳,—,包螟 救凳,—,2014-10-13,-3老, , ,2014-10-24,-3老, , , , , , , , , , 
措傈,2015,包螟 救凳,—,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , , , ,2015-03-26,-12老, , , , , , ,2015-07-01,4老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , ,2015-05-12,-6老, , , , , , ,2015-07-17,8老,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , ,2015-09-14,12老,2015-09-18, ,2015-03-02,-11老,2015-03-20,-7老,2015-03-23,-7老,2015-03-16,-2老,2015-03-24,-2老,2015-03-27,-4老,2015-03-19,0老,2015-03-27,-2老,2015-03-30,-3老,2015-03-24,-1老,2015-03-29,-6老,2015-04-01,-4老,2015-04-14,0老,2015-05-06,-1老,2015-05-13,1老,2015-03-29,0老,2015-04-05,-4老,2015-04-13,1老,2015-03-30,0老,2015-04-09,-2老,2015-04-14,0老,2015-10-19,-4老,2015-10-30,-2老, , , , , , ,2015-10-19,-6老,2015-10-30,-4老, , , , , , ,2015-10-31,3老,2016-03-27,-8老,2015-10-31,-3老,2016-03-17,-16老,2015-11-26,6老,2016-03-11,-7老,2015-11-26,-11老,2016-03-04,0老,2016-01-22,10老,2016-02-07,0老,2015-10-13,-3老, , ,2015-10-26,-1老, , , , , , ,2015-03-31, ,2015-04-03, 
措傈,2016,包螟 救凳,—,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , , , ,2016-04-01,-6老, , , , , , ,2016-07-13,16老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , ,2016-05-16,-2老, , , , , , ,2016-06-27,-12老,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , ,2016-09-29,27老,2016-10-04, ,2016-02-15,-27老,2016-03-16,-11老,2016-04-01,2老,2016-03-19,1老,2016-03-28,2老,2016-04-01,1老,2016-03-10,-9老,2016-03-25,-4老,2016-04-01,-1老,2016-03-19,-6老,2016-03-31,-4老,2016-04-02,-3老,2016-04-05,-9老,2016-05-02,-5老,2016-05-07,-5老,2016-03-21,-8老,2016-04-02,-7老,2016-04-07,-5老,2016-03-21,-9老,2016-04-09,-2老,2016-04-11,-3老,2016-10-27,4老,2016-11-03,2老, , , , , , ,2016-10-21,-4老,2016-11-02,-1老, , , , , , ,2016-10-30,2老,2017-03-28,-7老,2016-11-01,-2老,2017-03-17,-16老,2016-11-26,6老,2017-03-07,-11老,2016-12-23,16老,2017-02-22,-10老,2017-01-16,4老,2017-01-26,-12老,2016-10-14,-2老, , ,2016-10-31,4老, , , , , , ,2016-04-01, ,2016-04-04, 
措傈,2017,包螟 救凳,—,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , , , ,2017-04-03,-4老, , , , , , ,2017-07-07,10老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , ,2017-05-15,-3老, , , , , , ,2017-07-11,2老,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , ,2017-09-13,11老,2017-09-23, ,2017-02-21,-20老,2017-03-16,-11老,2017-03-23,-7老,2017-03-20,2老,2017-03-29,3老,2017-03-31,0老,2017-03-17,-2老,2017-03-24,-5老,2017-03-31,-2老,2017-03-20,-5老,2017-04-03,-1老,2017-04-06,1老,2017-04-13,-1老,2017-05-05,-2老,2017-05-11,-1老,2017-03-28,-1老,2017-04-08,-1老,2017-04-11,-1老,2017-03-23,-7老,2017-04-10,-1老,2017-04-12,-2老,2017-10-27,4老,2017-11-06,5老, , , , , , ,2017-10-27,2老,2017-11-05,2老, , , , , , ,2017-10-30,2老,2018-04-08,4老,2017-10-30,-4老,2018-04-08,6老,2017-11-23,3老,2018-04-06,19老,2017-11-23,-14老,2018-03-23,19老,2018-01-12,0老,2018-02-08,1老,2017-10-13,-3老, , ,2017-10-27,0老, , , , , , ,2017-04-07, ,2017-04-10, 
措傈,2018,包螟 救凳,—,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , , , ,2018-04-03,-4老, , , , , , ,2018-07-03,6老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , ,2018-05-11,-7老, , , , , , ,2018-06-20,-19老,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , ,2018-09-14,12老,2018-09-18, ,2018-03-06,-7老,2018-03-25,-2老,2018-03-28,-2老,2018-03-19,1老,2018-03-27,1老,2018-03-30,-1老,2018-03-15,-4老,2018-03-27,-2老,2018-03-30,-3老,2018-03-26,1老,2018-03-31,-4老,2018-04-02,-3老,2018-04-03,-11老,2018-05-02,-5老,2018-05-05,-7老,2018-03-30,1老,2018-04-03,-6老,2018-04-09,-3老,2018-03-30,0老,2018-04-04,-7老,2018-04-09,-5老,2018-10-27,4老,2018-11-06,5老, , , , , , ,2018-10-19,-6老,2018-11-01,-2老, , , , , , ,2018-10-30,2老,2019-04-06,2老,2018-11-20,17老,2019-04-04,2老,2018-12-06,16老,2019-03-23,5老,2018-12-06,-1老,2019-02-16,-16老,包螟 救凳,—,包螟 救凳,—,2018-10-11,-5老, , ,2018-10-25,-2老, , , , , , ,2018-04-02, ,2018-04-04, 
措傈,2019,包螟 救凳,—,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , , , ,2019-04-09,2老, , , , , , ,2019-07-04,7老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , ,2019-05-29,11老, , , , , , ,2019-07-18,9老,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , ,2019-09-10,8老,2019-09-17, ,2019-02-12,-29老,2019-03-02,-25老,2019-03-09,-21老,2019-03-12,-6老,2019-03-26,0老,2019-03-28,-3老,2019-03-12,-7老,2019-03-26,-3老,2019-03-28,-5老,2019-03-25,0老,2019-03-29,-6老,2019-04-06,1老,2019-04-17,3老,2019-05-10,3老,2019-05-16,4老,2019-03-29,0老,2019-04-07,-2老,2019-04-12,0老,2019-03-26,-4老,2019-04-12,1老,2019-04-15,1老,2019-11-03,11老,2019-11-08,7老, , , , , , ,2019-10-28,3老,2019-11-13,10老, , , , , , ,2019-11-08,11老,2020-04-06,2老,2019-11-08,5老,2020-03-29,-4老,2019-11-19,-1老,2020-03-15,-3老,2020-02-05,59老,2020-02-20,-13老,包螟 救凳,—,包螟 救凳,—,2019-10-17,1老, , ,2019-10-28,1老, , , , , , ,2019-04-05, ,2019-04-08, 
措傈,2020,包螟 救凳,—,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , , , ,2020-03-18,-20老, , , , , , ,2020-06-30,3老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , ,2020-05-21,3老, , , , , , ,2020-06-24,-15老,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , ,2020-09-04,2老,2020-09-15, ,2020-02-04,-38老,2020-03-03,-24老,2020-03-12,-18老,2020-03-11,-7老,2020-03-19,-7老,2020-03-22,-9老,2020-03-08,-11老,2020-03-16,-13老,2020-03-20,-13老,2020-03-12,-13老,2020-03-24,-11老,2020-03-29,-7老,2020-04-13,-1老,2020-05-06,-1老,2020-05-10,-2老,2020-03-20,-9老,2020-03-28,-12老,2020-03-31,-12老,2020-03-20,-10老,2020-04-04,-7老,2020-04-08,-6老,2020-10-27,4老,2020-11-03,2老, , , , , , ,2020-10-30,5老,2020-11-10,7老, , , , , , ,2020-10-30,2老,2021-04-15,11老,2020-11-04,1老,2021-03-10,-23老,2020-12-05,15老,2021-03-02,-16老,2020-12-25,18老,2021-02-18,-14老,包螟 救凳,—,包螟 救凳,—,2020-10-15,-1老, , ,2020-10-26,-1老, , , , , , ,2020-03-27, ,2020-03-31, 
措傈,2021,包螟 救凳,—,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , , , ,2021-03-18,-20老, , , , , , ,2021-07-13,16老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , ,2021-03-12,-67老, , , , , , ,2021-06-30,-9老,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , ,2021-09-11,9老,2021-09-18, ,2021-02-07,-34老,2021-02-23,-32老,2021-03-10,-20老,2021-03-15,-3老,2021-03-18,-8老,2021-03-22,-9老,2021-03-08,-11老,2021-03-16,-13老,2021-03-19,-14老,2021-03-11,-14老,2021-03-23,-12老,2021-03-26,-10老,2021-04-08,-6老,2021-04-28,-9老,2021-05-03,-9老,2021-03-20,-9老,2021-03-29,-11老,2021-04-02,-10老,2021-03-16,-14老,2021-04-01,-10老,2021-04-03,-11老,2021-11-01,9老,2021-11-09,8老, , , , , , ,2021-11-05,11老,2021-11-11,8老, , , , , , ,2021-10-18,-10老,2022-04-02,-2老,2021-11-23,20老,2022-03-24,-9老,2021-11-22,2老,2022-02-22,-24老,2021-12-19,12老,2022-02-01,-31老,包螟 救凳,—,包螟 救凳,—,2021-10-25,9老, , ,2021-11-07,11老, , , , , , ,2021-03-29, ,2021-04-01, 
措傈,2022,包螟 救凳,—,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , , , ,2022-03-27,-11老, , , , , , ,2022-07-02,5老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , ,2022-04-05,-43老, , , , , , ,2022-06-19,-20老,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , ,2022-09-05,3老,2022-09-22, ,2022-03-07,-6老,2022-03-12,-15老,2022-03-18,-12老,2022-03-16,-2老,2022-03-27,1老,2022-04-04,4老,2022-03-15,-4老,2022-03-24,-5老,2022-03-27,-6老,2022-03-19,-6老,2022-03-31,-4老,2022-04-05,0老,2022-04-13,-1老,2022-05-05,-2老,2022-05-08,-4老,2022-03-16,-13老,2022-04-06,-3老,2022-04-09,-3老,2022-03-30,0老,2022-04-11,0老,2022-04-12,-2老,2022-10-23,0老,2022-10-29,-3老, , , , , , ,2022-10-29,4老,2022-11-10,7老, , , , , , ,2022-10-19,-9老,2023-04-27,23老,2022-11-04,1老,2023-04-08,6老,2022-11-30,10老,2023-01-29,-48老,2022-12-13,6老,2023-01-26,-37老, , , , ,2022-10-18,2老, , ,2022-10-31,4老, , , , , , ,2022-04-07, ,2022-04-11, 
