,Name,Brand,Categories,ABV,Rating,Rate Count,Price,Description
2056,Stillhouse Peach Tea Whiskey,Stillhouse,"Whiskey, White Whiskey  Moonshine",20.0,5.0,1,22.99,"Stillhouse is distilled in a traditional copper still then charcoal filtered for superior quality and taste, allowing the natural sweetness of the corn to shine through. Our mellow flavor and smooth finish make this a truly versatile clear spirit."
2057,Stillhouse Spiced Cherry Whiskey,Stillhouse,"Whiskey, White Whiskey  Moonshine",34.5,5.0,1,22.99,"Stillhouse Spirits Co. announces the limited release of a new all-natural expression: Stillhouse Spiced Cherry Whiskey. By infusing Stillhouse Original whiskey with a blend of holiday spices, bold black cherry and a hint of vanilla, Spiced Cherry is sure to become a fall favorite."
2058,Hudson Bourbon Whiskey,Hudson,"Bourbon, Whiskey",46.0,5.0,28,43.99,"Hudson Baby Bourbon is the first bourbon to ever be produced in New York State. Made with 100% New York State corn and aged in new charred American oak, our Baby Bourbon owes its rich amber color and bold character to the local grain and unique aging process that we use. We’re happy to share this full flavored, easy sipping whiskey with you; enjoy with friends. A big, bold, full flavored bourbon, balanced with notes of vanilla and caramel."
2059,Hudson Manhattan Rye Whiskey,Hudson,"Rye Whiskey, Whiskey",46.0,5.0,7,52.99,"We’ve brought back the historic rye whiskey for which New York was famous until 1920 when Prohibition put an end to small-batch distilling here in the Empire State. Made with 100% New York State rye and aged in new charred American oak, our Manhattan Rye owes its deep amber color and spicy, bold character to the local grain and unique aging process that we use. Big, bold rye spice with notes of cinnamon and honey - a rustic New York classic."
2060,Hudson Double Charred Whiskey,Hudson,"American Whiskey, Whiskey",46.0,5.0,1,45.99,
2061,Hudson New York Corn Whiskey,Hudson,"American Whiskey, Whiskey",46.0,5.0,1,35.76,"We use a blend of locally grown corn, giving this unaged whiskey an aroma of buttered popcorn. The taste is slightly sweet and smooth, reminiscent of the plant itself. This approachable American corn whiskey is the foundation for our Baby Bourbon. The corn is an specifically for Tuthilltown Spirits at nearby Tantillo’s, Hasbrouck, other local farms."
2062,Hudson Maple Cask Rye,Hudson,"Rye Whiskey, Whiskey",46.0,5.0,1,49.97,"Hudson Maple Cask Rye is the result of an innovative partnership. We provide our used casks to a maple tapper to age his artisanal syrup. The maple-cured casks are sent back to us and re-filled with whiskey from select barrels of our Manhattan Rye, then set aside for a brief final rest. The cask finish imparts a natural, round maple sweetness, mellowing the rye spice and producing a rich and balanced spirit with no added sugar or artificial flavoring. Big, bold rye spice balanced with a subtle maple sweetness and hints of cinnamon-raisin."
2063,Hudson Four Grain Bourbon,Hudson,"Bourbon, Whiskey",46.0,5.0,1,46.99,"Hudson Four Grain Bourbon is made from a rare mash bill of corn, rye, wheat, and malted barley. This bourbon is a flavor experience to savor. Sweet and savory, spicy and rich, balanced and complex. A unique bourbon recipe with four grains working in perfect harmony for a bold, full-flavored spirit. Great in cocktails, served neat or on the rocks. Rich and peppery with a warm finish - enjoy with friends."
2064,Hudson Single Malt Whiskey,Hudson,"Bourbon, Whiskey",46.0,5.0,1,49.0,"An American-style Single Malt, it is the first to be distilled in New York since Prohibition. This whiskey is pot-distilled from 100% malted barley one small batch at a time. It’s then aged in new charred American oak casks and bottled at 92 proof, preserving its bold character. Rich in hue and full of flavor, it is best appreciated with a splash of water. Intense depth, woody with a soft spot of vanilla and spice."
2065,J.R. Ewing Private Reserve Bourbon,South West Spirits  Wine,"Bourbon, Whiskey",,5.0,2,34.99,"Family first because you built it. Business first because you built it. Fortune first because you built it. The best in life because you take it. And when you take your bourbon, you take it from Kentucky because you want it mature, with hints of vanilla, oak sweetness, and a touch of orange."
2066,Title No. 21 American Whiskey,South West Spirits  Wine,"American Whiskey, Whiskey",40.0,5.0,1,25.99,
2067,Title No. 21 Rye Whiskey,South West Spirits  Wine,"Rye Whiskey, Whiskey",,5.0,1,29.99,
2068,"Old Carter 12 Year Straight American Whiskey, Batch 3",Old Carter Whiskey Co.,"American Whiskey, Whiskey",69.0,5.0,1,262.49,"2487 bottles produced, barrel strength 138.1 proof
Released April 2020"
2069,"Old Carter Straight Rye Whiskey, Batch 6",Old Carter Whiskey Co.,"Rye Whiskey, Whiskey",,5.0,1,299.99,"1521 bottles produced, barrel strength 116.3 proof
Released May/June 2020"
2070,"Old Carter Straight Bourbon Whiskey, Batch 4",Old Carter Whiskey Co.,"Bourbon, Whiskey",58.4,5.0,1,279.99,"1997 bottles produced, barrel strength 116.8 proof
Released April 2020"
2071,"Old Carter Straight Bourbon Whiskey, Batch 5",Old Carter Whiskey Co.,"Bourbon, Whiskey",57.5,5.0,1,249.99,"1648 bottles produced, barrel strength 115.1 proof
Released April 2020"
2072,"Old Carter Straight Bourbon Whiskey, Batch 1",Old Carter Whiskey Co.,"Bourbon, Whiskey",56.1,5.0,1,299.99,"Old Carter Bourbon is a small batch whiskey with a run of only 1567 bottles. It was preceded by Batch 1 and Batch 2 of Old Carter Straight Rye Whiskey, with 1269 and 1289 bottles respectively. The bourbon is bottled at cask strength, unfiltered, with a mashbill of 84% corn, 8% rye, and 8% malted barley."
2073,"Old Carter Straight Bourbon Whiskey, Batch 47",Old Carter Whiskey Co.,"Bourbon, Whiskey",,5.0,1,399.99,
2074,"Old Carter Straight Bourbon Whiskey, Batch 9",Old Carter Whiskey Co.,"Bourbon, Whiskey",,5.0,1,399.99,
2075,Seven Stills Midnight Lightning,Seven Stills,"American Whiskey, Whiskey",59.5,5.0,1,42.0,"CA, USA - Whipnose opens up with huge aromas of California hops and is bursting with citrus and floral notes. It then opens up with rye spiciness and caramel, and finishes with smooth Vermont maple sugar."
2076,Seven Stills Honeydew Harvest Whiskey,Seven Stills,"American Whiskey, Whiskey",47.0,5.0,1,59.99,
2077,Seven Stills Five Pounds Whiskey,Seven Stills,"American Whiskey, Whiskey",,5.0,1,52.99,Our second core whiskey made from our Five Pounds Hazy IPA
2078,Seven Stills Peanut Butter Milk Stout Whiskey,Seven Stills,"Blended Whiskey, Whiskey",47.0,5.0,1,40.0,"The latest in Seven Stills collaboration series, this round with San Diego based Belching Beaver Brewery's Peanut Butter Milk Stout. Bottled at 47% ABV, this one has been christened a ""Peanut Butter Flavored Whiskey"" by the TTB label folks."
2079,Seven Stills Fluxuate Coffee Porter Whiskey,Seven Stills,"Flavored Whiskey, Whiskey",47.0,5.0,1,41.99,
2080,Boulder  American Single Malt: Peated Malt,Vapor Distillery,"American Whiskey, Whiskey",46.0,5.0,1,54.99,"This whiskey is built as an introduction to peated malted barley.Our Peated Malt is distilled using the same slow methods as our New American Single Malt, but rather using a lightly peated malted barley before resting in virgin American Oak barrels in Colorado’s semi-arid environment for at least 3 years.
Profile:

Earthy, yet faint, peat smoke permeates throughout.Rich mouthfeel, woodsy, and intriguing. This is one of very, very few peated malt whiskeys aged solely in virgin oak. The balance of fresh oak sugars with the earthiness makes for a must try.

46% Alc.By Vol."
2081,Boulder American Single Malt: Port Cask,Vapor Distillery,"American Whiskey, Whiskey",46.0,5.0,1,57.0,"A singular spirit aged in two vastly different barrels. After 3 years in virgin American Oak barrels, our American Single Malt is transferred into ex-Ruby Port casks for finishing, gaining the qualities of the wine as well as exploring a different species of Oak. Both an homage to the history of whisky and a nod to the future and to creating new flavors.
Profile:

Spiced fruitcake, mulled wine, velvet-esque mouthfeel.

46% Alc.By Vol."
2082,Boulder American Single Malt: New American,Vapor Distillery,"American Whiskey, Whiskey",46.0,5.0,1,0.0,"A forthright representation of a traditional pot distilled malt whiskey
combined with American aging techniques. Using 100% malted barley,
a slow mash, fermentation and distillation; our malt whiskey is aged in
virgin American Oak barrels for a minimum of 3 years.
Profile:
Stone fruits and citrus blossom, with an overtone of the classic American
Oak characteristics of vanilla and buttercream.

46% Alc.By Vol."
2083,Boulder Bourbon,Vapor Distillery,"Bourbon, Whiskey",42.0,5.0,1,44.99,"Our Boulder Bourbon fetched Double Gold at the San Francisco World Spirit Competition. It’s a very untraditional bourbon using 51% corn, 44% malted barley and 5% rye, resulting in a wonderfully round, sit back and think about it whiskey.
Profile:

An apple, fig and peanut brittle forward palate with a round, soft finish.

42% Alc.By Vol."
2084,Ransom Whipper Snapper Whiskey,Ransom,"American Whiskey, Whiskey",42.0,5.0,1,32.99,"Whipper Snapper is a pot distilled, handcrafted spirit made for those who appreciate quality, flavorful whiskey. It is created by combining the best production methods for bourbon, scotch, Irish whiskey, and Dutch corenwyn, so it doesn't quite fit into any particular category. Although the mash bill is most similar to bourbon, it is quite heavy on malted barley, and aromatically is more similar to an Irish whiskey.   The first component of Whipper Snapper is made from barley that is malted in the Pacific Northwest, and unmalted barely grown in the Willamette Valley of Oregon. The barely is ground, mashed, fermented, and distilled on location at the Ransom Distillery in Sheridan, Oregon. The second part is created by using a base of Kentucky corn whitedog, which is re-distilled in an alembic pot still. These concoctions are then aged in a variety of barrels, included used French coopered Pinot Noir barrels, new American coopered whiskey barrels, and used American whiskey barrels. For each bottling, eight barrels are specifically selected to make the best possible blend. The Whipper Snapper is then aged for about one year, and the final product is hand bottled, hand labeled, and hand waxed."
2085,Ransom The Emerald 1865 Whiskey,Ransom,"Irish Whiskey, Whiskey",43.8,5.0,1,93.89,"The Emerald is a highly aromatic spirit with the weight, richness, and complexity of its forbearers. In seeking to recreate a whiskey of another time and place, we feel we have created a spirit which speaks meaningfully to its two provenances; Ireland of yore, and the green hills of Oregon."
2086,Ransom Rye Barley Wheat Whiskey,Ransom,"Rye Whiskey, Whiskey",46.7,5.0,1,58.99,"Rich aromatics of hazelnut shortbread and sugar cookie provide an approachable counterbalance to earthy spice notes from the rye. On the palate, a smooth entry with flavors of Amoroso sherry and brown butter
continues to build in breadth and viscosity. The finish is lush and enduring, with sweet honey notes and a polished hint of baking spices"
2087,Wood’s Tenderfoot Whiskey,Woods High Mountain Distillery,"American Whiskey, Whiskey",45.0,5.0,1,48.99,"Our American Malt whiskey is aged two-years in #1 Char New American oak barrels, and bottles at 45% (90 proof). Tenderfoot benefits from the  intense effects of aging at 7089ft (2159m) in the Colorado mountains where altitude, large temperature variations and low humidity combine to create a rich, full-bodied whiskey. Tenderfoot is made from three types of malt barley (including two-row plus a blend of chocolate and cherry wood malts), malt rye and malt wheat to give it balance with a hint of smoke, chocolate and a long spicy finish.

Mashbill:

77% Malted Barley (two-row malt, cherrywood smoked malt, chocolate malt)
13% Malted Rye
10% Malted Wheat"
2088,Sawatch American Malt Whiskey,Woods High Mountain Distillery,"American Whiskey, Whiskey",51.0,5.0,1,74.98,"Sawatch American Malt Whiskey, named for the 14’er filled Sawatch Mountain range that towers over Salida and stores the water that we use to make our whiskey, represents the next evolution in Wood’s whiskey offerings. Sawatch is created from our special blend of malted grains including 2-row barley, cherrywood smoked barley malt, dark chocolate barley malt, malted rye, and malted wheat. Finally, aged over 4 long years in 53-gallon new American oak barrels and bottled at 49-50.5% ABV (98-101 proof) - for a whiskey as big as the Sawatch range.

Rye spice, dark chocolate, malt, toffee, oak, vanilla, subtle smoke, tobacco, hard candy and just the right amount of heat for a 101-proof whiskey. A big bold, spicy, example of the New American Malt Whiskeys that sticks to the mouth with a beautifully long finish.

Mashbill:

77% Malted Barley (two-row malt, cherrywood smoked malt, chocolate malt)

13% Malted Rye

10% Malted Wheat

ABV: 51%"
